sampleName	Scer	Spar	site	latitude	longitude	SOURCE	CONTEXT	GENOTYPE	GENOTYPE_STUDY
Y-6277	1	0	Florida	28.479075	-81.597299	fermentation	fermentation	mosaic	Cromie2013
Y7	0	1	Silwood	51.408127	-0.637677	bark	unknown	Europe	Liti2009
Y8.1	0	1	Silwood	51.408127	-0.637677	bark	unknown	Europe	Liti2009
Y8.5	0	1	Silwood	51.408127	-0.637677	bark	unknown	Europe	Liti2009
Y9.6	0	1	Silwood	51.408127	-0.637677	bark	unknown	Europe	Liti2009
Y9g	1	0	JavaIndonesia	-7.328187	110.693212	food	unknown	Asia	Cromie2013
Y9r	1	0	JavaIndonesia	-7.328187	110.693212	food	unknown	Asia	Cromie2013
YB-1952	1	0	FrenchGuyana	3.933238	-53.076588	NA	unknown	mosaic	Cromie2013
YB-427	1	0	FrenchGuyana	10.449115	-61.24542	fermentation	fermentation	mosaic	Cromie2013
YB-432	1	0	Cuba	21.76575	-78.519582	fruit	unknown	human4	Cromie2013
yHBJ1	0	1	IronRiverWI	46.589356	-91.417997	bark	unknown	NAmericaB	Leducq2014
yHBJ16	0	1	IronRiverWI	46.589356	-91.417997	bark	unknown	NAmericaB	Leducq2014
yHBJ17	0	1	IronRiverWI	46.589356	-91.417997	bark	unknown	NAmericaB	Leducq2014
yHBJ24	0	1	IronRiverWI	46.589356	-91.417997	bark	unknown	NAmericaB	Leducq2014
yHBJ5	0	1	IronRiverWI	46.589356	-91.417997	bark	unknown	NAmericaB	Leducq2014
yHBJ6	0	1	IronRiverWI	46.589356	-91.417997	mushroom	unknown	NAmericaB	Leducq2014
yHBJ9	0	1	IronRiverWI	46.589356	-91.417997	bark	unknown	NAmericaB	Leducq2014
yHKS10	0	1	SussexWI	43.133495	-88.220958	bark	unknown	NAmericaB	Leducq2014
YJM1583	1	0	Phillipines	14.35	-121.02	fruit	wild	mosaic	Almeida1
YN2	1	0	JinghongYunnan	22.052711	100.894179	fruit	unknown	sake	Wang2012
YPS1000	1	0	NewJersey	40.388214	-74.405646	bark	unknown	mosaic	Almeida1
YPS1009	1	0	NewJersey	40.388214	-74.405646	bark	unknown	NAmerica2	Cromie2013
YPS125	0	1	Pennsylvania	39.937311	-75.430055	bark	naturereserve	NAmericaB	Kuehne2007
YPS126	0	1	Pennsylvania	39.937311	-75.430055	bark	naturereserve	NAmericaB	Kuehne2007
YPS128	1	0	Pennsylvania	39.937311	-75.430055	Bark	naturereserve	PAoak	Tilakaratna
YPS138	0	1	Pennsylvania	39.937311	-75.430055	bark	naturereserve	NAmericaB	Kuehne2007
YPS139	1	0	Pennsylvania	39.937311	-75.430055	Bark	naturereserve	PAoak	Tilakaratna
YPS145	0	1	Pennsylvania	39.937311	-75.430055	bark	naturereserve	NAmericaB	Kuehne2007
YPS150	0	1	Pennsylvania	39.937311	-75.430055	bark	naturereserve	NAmericaB	Kuehne2007
YPS151	0	1	Pennsylvania	39.937311	-75.430055	bark	naturereserve	NAmericaB	Kuehne2007
YPS152	0	1	Pennsylvania	39.937311	-75.430055	bark	naturereserve	NAmericaB	Kuehne2007
YPS155	0	1	Pennsylvania	39.937311	-75.430055	bark	naturereserve	NAmericaB	Kuehne2007
YPS158	0	1	Pennsylvania	39.937311	-75.430055	bark	naturereserve	NAmericaB	Kuehne2007
YPS163	1	0	LimaPA	39.920672	-75.441242	bark	unknown	NAmerica2	Cromie2013
YPS396	1	0	Pennsylvania	39.937311	-75.430055	Bark	naturereserve	PAoak	Tilakaratna
YPS400	1	0	Pennsylvania	39.937311	-75.430055	Bark	naturereserve	PAoak	Tilakaratna
YPS484	0	1	GrandBendON	43.313713	-81.75617	bark	unknown	NAmericaB	Leducq2014
YPS518	0	1	PortRowanCanada	42.62449	-80.450401	bark	unknown	NAmericaB	Kuehne2007
YPS600	1	0	Pennsylvania	39.937311	-75.430055	Bark	naturereserve	PAoak	Tilakaratna
YPS602	1	0	Pennsylvania	39.937311	-75.430055	Bark	naturereserve	PAoak	Tilakaratna
YPS604	1	0	Pennsylvania	39.937311	-75.430055	Bark	naturereserve	PAoak	Tilakaratna
YPS606	1	0	Pennsylvania	39.937311	-75.430055	Bark	naturereserve	PAoak	Tilakaratna
YPS608	1	0	Pennsylvania	39.937311	-75.430055	Bark	naturereserve	PAoak	Tilakaratna
YPS610	1	0	Pennsylvania	39.937311	-75.430055	Bark	naturereserve	PAoak	Tilakaratna
YPS616	0	1	NewBrunswick	40.49076	-74.443028	bark	unknown	NAmericaB	Kuehne2007
YPS618	0	1	NewBrunswick	40.49076	-74.443028	bark	unknown	NAmericaB	Kuehne2007
YPS622	0	1	NewBrunswick	40.49076	-74.443028	bark	unknown	NAmericaB	Kuehne2007
YPS631	0	1	NewBrunswick	40.49076	-74.443028	bark	unknown	NAmericaB	Kuehne2007
YPS642	0	1	BuckHillFalls	41.188066	-75.265769	bark	unknown	Europe	Kuehne2007
YPS643	0	1	BuckHillFalls	41.188066	-75.265769	bark	unknown	NAmericaB	Kuehne2007
YPS644	0	1	BuckHillFalls	41.188066	-75.265769	bark	unknown	Europe	Kuehne2007
YPS645	0	1	BuckHillFalls	41.188066	-75.265769	bark	unknown	NAmericaB	Kuehne2007
YPS646	0	1	BuckHillFalls	41.188066	-75.265769	bark	unknown	NAmericaB	Kuehne2007
YPS646	0	1	BuckHillFalls	41.188066	-75.265769	bark	unknown	NAmericaB	Kuehne2007
YPS647	0	1	BuckHillFalls	41.188066	-75.265769	bark	unknown	NAmericaB	Kuehne2007
YPS649	0	1	BuckHillFalls	41.188066	-75.265769	bark	unknown	NAmericaB	Kuehne2007
YPS650	0	1	BuckHillFalls	41.188066	-75.265769	bark	unknown	NAmericaB	Kuehne2007
YPS654	0	1	BuckHillFalls	41.188066	-75.265769	bark	unknown	NAmericaB	Kuehne2007
YPS664	0	1	BuckHillFalls	41.188066	-75.265769	bark	unknown	NAmericaB	Kuehne2007
YPS667	0	1	BuckHillFalls	41.188066	-75.265769	bark	unknown	NAmericaC	Kuehne2007
YPS668	0	1	BuckHillFalls	41.188066	-75.265769	bark	unknown	NAmericaB	Kuehne2007
YPS694	0	1	Tuscarora	40.242371	-77.619277	bark	unknown	NAmericaB	Kuehne2007
YPS695	0	1	Tuscarora	40.242371	-77.619277	bark	unknown	Europe	Kuehne2007
YPS697	0	1	Tuscarora	40.242371	-77.619277	bark	unknown	NAmericaB	Kuehne2007
YPS699	0	1	Tuscarora	40.242371	-77.619277	bark	unknown	NAmericaB	Kuehne2007
YPS700	0	1	Tuscarora	40.242371	-77.619277	bark	unknown	NAmericaB	Kuehne2007
YPS702	0	1	Tuscarora	40.242371	-77.619277	bark	unknown	NAmericaB	Kuehne2007
YPS709	0	1	Tuscarora	40.242371	-77.619277	bark	unknown	NAmericaB	Kuehne2007
YPS722	0	1	Tuscarora	40.242371	-77.619277	bark	unknown	NAmericaB	Kuehne2007
YPS723	0	1	Tuscarora	40.242371	-77.619277	bark	unknown	NAmericaB	Kuehne2007
YPS724	0	1	Tuscarora	40.242371	-77.619277	bark	unknown	NAmericaB	Kuehne2007
YPS726	0	1	Tuscarora	40.242371	-77.619277	bark	unknown	NAmericaB	Kuehne2007
YPS729	0	1	Tuscarora	40.242371	-77.619277	bark	unknown	NAmericaB	Kuehne2007
YPS730	0	1	Tuscarora	40.242371	-77.619277	bark	unknown	NAmericaB	Kuehne2007
YPS740	0	1	Tuscarora	40.242371	-77.619277	bark	unknown	NAmericaB	Kuehne2007
YPS741	0	1	Tuscarora	40.242371	-77.619277	bark	unknown	NAmericaB	Kuehne2007
YPS743	0	1	Tuscarora	40.242371	-77.619277	bark	unknown	NAmericaB	Kuehne2007
YPS744	0	1	Tuscarora	40.242371	-77.619277	bark	unknown	Europe	Kuehne2007
YPS745	0	1	Tuscarora	40.242371	-77.619277	bark	unknown	NAmericaB	Kuehne2007
Z1	0	1	Silwood	51.408127	-0.637677	bark	unknown	Europe	Liti2009
Z1.1	0	1	Silwood	51.408127	-0.637677	bark	unknown	Europe	Liti2009
ZJ1	1	0	GutianZhejiang	29.258781	118.145442	bark	wild	CHNV	Wang2012
ZJ2	1	0	GutianZhejiang	29.258781	118.145442	bark	wild	CHNV	Wang2012
zp1020-3	0	1	SenandePT	41.864557	-0.829777	bark	wild	EuropeanOak	Almeida2001
ZP1050	1	0	BejaPT	38.02	7.53	Bark	wild	NA	Almeida1
ZP541	1	0	AdagoiPT	41.615314	-7.648193	Bark	unknown	EuropeanOak	Almeida1
ZP560	1	0	CasteloPT	39.473798	-7.488764	Bark	unknown	EuropeanOak	Tilakaratna
ZP561	1	0	CasteloPT	39.473798	-7.488764	Bark	unknown	EuropeanOak	Tilakaratna
ZP562	1	0	CasteloPT	39.473798	-7.488764	Bark	unknown	EuropeanOak	Tilakaratna
ZP563	1	0	CasteloPT	39.473798	-7.488764	Bark	unknown	EuropeanOak	Almeida1
ZP564	1	0	CasteloPT	39.473798	-7.488764	Bark	unknown	EuropeanOak	Almeida1
ZP565	1	0	CasteloPT	39.473798	-7.488764	Bark	unknown	EuropeanOak	Tilakaratna
ZP566	1	0	CasteloPT	39.473798	-7.488764	Bark	unknown	EuropeanOak	Almeida1
ZP568	1	0	CasteloPT	39.473798	-7.488764	Bark	unknown	EuropeanOak	Tilakaratna
ZP570	1	0	PBoquiloboPT	39.391909	8.532563	Bark	naturereserve	EuropeanOak	Almeida1
ZP577	1	0	AldeiaPT	40.295292	-7.865038	Bark	unknown	wine	Tilakaratna
ZP578	1	0	AldeiaPT	40.295292	-7.865038	Bark	unknown	wine	Tilakaratna
ZP579	1	0	AldeiaPT	40.295292	-7.865038	Bark	unknown	wine	Tilakaratna
ZP590	1	0	CasteloPT	39.473798	-7.488764	Bark	unknown	EuropeanOak	Almeida1
ZP607	0	1	Tubingen	48.3112	9.032	Bark	mosaic	EuropeanOak	Almeida2001
ZP611	1	0	Vancouver	49.245773	-123.073264	Bark	unknown	mosaic	Almeida1
ZP614-5	0	1	Murrhardt	48.5848	9.3453	Bark	bark	mosaic	EuropeanOak
ZP633	1	0	CasteloPT	39.473798	-7.488764	Bark	unknown	EuropeanOak	Tilakaratna
ZP636	1	0	CasteloPT	39.473798	-7.488764	Bark	unknown	EuropeanOak	Tilakaratna
ZP649	1	0	ChibaJP	35.246312	140.176551	Bark	unknown	ChibaOak	Almeida1
ZP650	1	0	ChibaJP	35.246312	140.176551	Bark	unknown	ChibaOak	Almeida1
ZP651	1	0	ChibaJP	35.246312	140.176551	Bark	unknown	ChibaOak	Almeida1
ZP652	1	0	ChibaJP	35.246312	140.176551	Bark	unknown	ChibaOak	Almeida1
ZP653	1	0	ChibaJP	35.246312	140.176551	Bark	unknown	ChibaOak	Almeida1
ZP654	1	0	ChibaJP	35.246312	140.176551	Bark	unknown	ChibaOak	Almeida1
ZP655	1	0	ChibaJP	35.246312	140.176551	Bark	unknown	ChibaOak	Almeida1
ZP656	1	0	ChibaJP	35.246312	140.176551	Bark	unknown	ChibaOak	Almeida1
ZP657	1	0	ChibaJP	35.246312	140.176551	Bark	unknown	ChibaOak	Almeida1
ZP658	1	0	ChibaJP	35.246312	140.176551	Bark	unknown	ChibaOak	Almeida1
ZP665	0	1	Bochum	51.2855	7.1257	Bark	wild	Europe	Almeida2001
ZP674	1	0	ChibaJP	35.246312	140.176551	Bark	unknown	ChibaOak	Almeida1
ZP675	1	0	ChibaJP	35.246312	140.176551	Bark	unknown	ChibaOak	Almeida1
ZP676	1	0	ChibaJP	35.246312	140.176551	Bark	unknown	ChibaOak	Almeida1
ZP677	1	0	ChibaJP	35.246312	140.176551	Bark	unknown	ChibaOak	Almeida1
ZP678	1	0	ChibaJP	35.246312	140.176551	Bark	unknown	ChibaOak	Almeida1
ZP680	1	0	ChibaJP	35.246312	140.176551	Bark	unknown	ChibaOak	Almeida1
ZP778	1	0	HiruzenJP	35.322722	133.664659	Bark	naturereserve	HiruzenOak	Almeida1
ZP779	1	0	HiruzenJP	35.322722	133.664659	Bark	naturereserve	HiruzenOak	Almeida1
ZP781	1	0	HiruzenJP	35.322722	133.664659	Bark	naturereserve	HiruzenOak	Almeida1
ZP783	1	0	HiruzenJP	35.322722	133.664659	Bark	naturereserve	HiruzenOak	Almeida1
ZP784	1	0	HiruzenJP	35.322722	133.664659	Bark	naturereserve	HiruzenOak	Almeida1
ZP785	1	0	HiruzenJP	35.322722	133.664659	Bark	naturereserve	HiruzenOak	Almeida1
ZP786	1	0	HiruzenJP	35.322722	133.664659	Bark	naturereserve	HiruzenOak	Almeida1
ZP793	1	0	HiruzenJP	35.322722	133.664659	Bark	naturereserve	HiruzenOak	Almeida1
ZP794	1	0	HiruzenJP	35.322722	133.664659	Bark	naturereserve	HiruzenOak	Almeida1
ZP796	1	0	HiruzenJP	35.322722	133.664659	Bark	naturereserve	HiruzenOak	Almeida1
ZP817	1	0	HiruzenJP	35.322722	133.664659	Bark	naturereserve	HiruzenOak	Almeida1
ZP823	1	0	HiruzenJP	35.322722	133.664659	Bark	naturereserve	HiruzenOak	Almeida1
ZP848	1	0	AlterChPT	39.20187	-7.66008	Bark	unknown	EuropeanOak	Almeida1
ZP850	1	0	AlconoralesSP	36.348853	-5.603762	Bark	naturereserve	EuropeanOak	Almeida1
ZP851	1	0	AlconoralesSP	36.348853	-5.603762	Bark	naturereserve	EuropeanOak	Almeida1
ZP860	1	0	AlconoralesSP	36.348853	-5.603762	Bark	naturereserve	EuropeanOak	Almeida1
ZP861	1	0	CarataoPT	39.2748	8.1151	fruit	cultivated	wine	Almeida1
ZP862	1	0	CarataoPT	39.2748	8.1151	fruit	cultivated	wine	Almeida1
